date,land,date,iso_code,confirmed_change,confirmed,confirmed_active_cases,confirmed_change_per_100k,confirmed_change_pct_3w,confirmed_doubling_days_3w_avg3,dead_change,dead,dead_change_per_100k,dead_doubling_days
2020-05-03,Mecklenburg-Western Pomerania,2020-05-03,MV,3.0,698,43.0,0.186,0.032,31.0,0.0,18,0.0,100.0
2020-05-04,Mecklenburg-Western Pomerania,2020-05-04,MV,1.0,699,43.0,0.062,0.011,37.0,0.0,18,0.0,100.0
2020-05-05,Mecklenburg-Western Pomerania,2020-05-05,MV,4.0,703,44.0,0.248,0.049,42.0,1.0,19,0.062,12.82
2020-05-06,Mecklenburg-Western Pomerania,2020-05-06,MV,8.0,711,50.0,0.497,0.095,25.0,0.0,19,0.0,100.0
2020-05-07,Mecklenburg-Western Pomerania,2020-05-07,MV,4.0,715,48.0,0.248,0.046,11.0,0.0,19,0.0,100.0
2020-05-08,Mecklenburg-Western Pomerania,2020-05-08,MV,3.0,718,45.0,0.186,0.037,14.0,0.0,19,0.0,100.0
2020-05-09,Mecklenburg-Western Pomerania,2020-05-09,MV,4.0,722,48.0,0.248,0.048,17.0,0.0,19,0.0,100.0
2020-05-10,Mecklenburg-Western Pomerania,2020-05-10,MV,4.0,726,51.0,0.248,0.052,16.0,0.0,19,0.0,100.0
2020-05-11,Mecklenburg-Western Pomerania,2020-05-11,MV,2.0,728,41.0,0.124,0.027,17.0,0.0,19,0.0,100.0
2020-05-12,Mecklenburg-Western Pomerania,2020-05-12,MV,1.0,729,39.0,0.062,0.013,30.0,1.0,20,0.062,13.513
2020-05-13,Mecklenburg-Western Pomerania,2020-05-13,MV,7.0,736,43.0,0.435,0.095,35.0,0.0,20,0.0,100.0
2020-05-14,Mecklenburg-Western Pomerania,2020-05-14,MV,3.0,739,44.0,0.186,0.038,22.0,0.0,20,0.0,100.0
2020-05-15,Mecklenburg-Western Pomerania,2020-05-15,MV,1.0,740,42.0,0.062,0.012,25.0,0.0,20,0.0,100.0
2020-05-16,Mecklenburg-Western Pomerania,2020-05-16,MV,6.0,746,47.0,0.373,0.076,35.0,0.0,20,0.0,100.0
2020-05-17,Mecklenburg-Western Pomerania,2020-05-17,MV,2.0,748,45.0,0.124,0.025,26.0,0.0,20,0.0,100.0
2020-03-18,Thuringia,2020-03-18,TH,,74,,,,,,0,,0.0
2020-03-19,Thuringia,2020-03-19,TH,24.0,98,,1.12,,,0.0,0,0.0,0.0
2020-03-20,Thuringia,2020-03-20,TH,51.0,149,,2.38,,0.0,0.0,0,0.0,0.0
2020-03-21,Thuringia,2020-03-21,TH,38.0,187,,1.773,,0.0,0.0,0,0.0,0.0
2020-03-22,Thuringia,2020-03-22,TH,29.0,216,,1.353,,0.0,0.0,0,0.0,0.0
2020-03-23,Thuringia,2020-03-23,TH,33.0,249,,1.54,,0.0,0.0,0,0.0,0.0
2020-03-24,Thuringia,2020-03-24,TH,78.0,327,,3.64,,0.0,1.0,1,0.047,0.0
2020-03-25,Thuringia,2020-03-25,TH,67.0,394,,3.126,,0.0,-1.0,0,-0.047,0.0
2020-03-26,Thuringia,2020-03-26,TH,74.0,468,,3.453,,0.0,3.0,3,0.14,0.0
2020-03-27,Thuringia,2020-03-27,TH,74.0,542,,3.453,,0.0,1.0,4,0.047,2.409
2020-03-28,Thuringia,2020-03-28,TH,42.0,584,,1.96,,0.0,1.0,5,0.047,3.106
2020-03-29,Thuringia,2020-03-29,TH,113.0,697,,5.273,,0.0,0.0,5,0.0,100.0
2020-03-30,Thuringia,2020-03-30,TH,22.0,719,645.0,1.027,,0.0,0.0,5,0.0,100.0
2020-03-31,Thuringia,2020-03-31,TH,65.0,784,686.0,3.033,,0.0,1.0,6,0.047,3.802
2020-04-01,Thuringia,2020-04-01,TH,76.0,860,711.0,3.546,,0.0,0.0,6,0.0,100.0
2020-04-02,Thuringia,2020-04-02,TH,65.0,925,738.0,3.033,,0.0,1.0,7,0.047,4.497
2020-04-03,Thuringia,2020-04-03,TH,57.0,982,766.0,2.66,,0.0,2.0,9,0.093,2.758
2020-04-04,Thuringia,2020-04-04,TH,90.0,1072,823.0,4.2,,0.0,1.0,10,0.047,6.579
2020-04-05,Thuringia,2020-04-05,TH,68.0,1140,813.0,3.173,,0.0,0.0,10,0.0,100.0
2020-04-06,Thuringia,2020-04-06,TH,36.0,1176,782.0,1.68,,0.0,2.0,12,0.093,3.802
2020-04-07,Thuringia,2020-04-07,TH,32.0,1208,740.0,1.493,,0.0,6.0,18,0.28,1.71
2020-04-08,Thuringia,2020-04-08,TH,77.0,1285,743.0,3.593,,0.0,2.0,20,0.093,6.579
2020-04-09,Thuringia,2020-04-09,TH,66.0,1351,767.0,3.08,0.055,3.0,0.0,20,0.0,100.0
2020-04-10,Thuringia,2020-04-10,TH,65.0,1416,719.0,3.033,0.052,10.0,4.0,24,0.187,3.802
2020-04-11,Thuringia,2020-04-11,TH,19.0,1435,716.0,0.887,0.015,22.0,1.0,25,0.047,16.98
2020-04-12,Thuringia,2020-04-12,TH,29.0,1464,680.0,1.353,0.023,34.0,0.0,25,0.0,100.0
2020-04-13,Thuringia,2020-04-13,TH,21.0,1485,625.0,0.98,0.017,37.0,2.0,27,0.093,9.006
2020-04-14,Thuringia,2020-04-14,TH,19.0,1504,579.0,0.887,0.015,40.0,4.0,31,0.187,5.017
2020-04-15,Thuringia,2020-04-15,TH,46.0,1550,568.0,2.146,0.039,38.0,7.0,38,0.327,3.404
2020-04-16,Thuringia,2020-04-16,TH,51.0,1601,529.0,2.38,0.044,24.0,7.0,45,0.327,4.1
2020-04-17,Thuringia,2020-04-17,TH,81.0,1682,542.0,3.78,0.071,15.0,4.0,49,0.187,8.14
2020-04-18,Thuringia,2020-04-18,TH,35.0,1717,541.0,1.633,0.031,15.0,1.0,50,0.047,34.31
2020-04-19,Thuringia,2020-04-19,TH,39.0,1756,548.0,1.82,0.034,19.0,3.0,53,0.14,11.896
2020-04-20,Thuringia,2020-04-20,TH,29.0,1785,500.0,1.353,0.027,22.0,0.0,53,0.0,100.0
2020-04-21,Thuringia,2020-04-21,TH,13.0,1798,447.0,0.607,0.012,32.0,2.0,55,0.093,18.713
2020-04-22,Thuringia,2020-04-22,TH,74.0,1872,456.0,3.453,0.073,37.0,16.0,71,0.747,2.714
2020-04-23,Thuringia,2020-04-23,TH,60.0,1932,497.0,2.8,0.059,22.0,-10.0,61,-0.467,0.0
2020-04-24,Thuringia,2020-04-24,TH,91.0,2023,559.0,4.246,0.09,10.0,4.0,65,0.187,10.913
2020-04-25,Thuringia,2020-04-25,TH,35.0,2058,573.0,1.633,0.034,12.0,6.0,71,0.28,7.851
2020-04-26,Thuringia,2020-04-26,TH,40.0,2098,594.0,1.866,0.041,17.0,2.0,73,0.093,24.952
2020-04-27,Thuringia,2020-04-27,TH,22.0,2120,570.0,1.027,0.023,22.0,1.0,74,0.047,50.946
2020-04-28,Thuringia,2020-04-28,TH,24.0,2144,543.0,1.12,0.025,27.0,4.0,78,0.187,13.167
2020-04-29,Thuringia,2020-04-29,TH,26.0,2170,488.0,1.213,0.028,28.0,2.0,80,0.093,27.378
2020-04-30,Thuringia,2020-04-30,TH,84.0,2254,537.0,3.92,0.095,21.0,5.0,85,0.233,11.433
2020-05-01,Thuringia,2020-05-01,TH,69.0,2323,567.0,3.22,0.076,12.0,8.0,93,0.373,7.706
2020-05-02,Thuringia,2020-05-02,TH,12.0,2335,550.0,0.56,0.013,20.0,0.0,93,0.0,100.0
2020-05-03,Thuringia,2020-05-03,TH,10.0,2345,547.0,0.467,0.011,44.0,0.0,93,0.0,100.0
2020-05-04,Thuringia,2020-05-04,TH,10.0,2355,483.0,0.467,0.011,60.0,3.0,96,0.14,21.832
2020-05-05,Thuringia,2020-05-05,TH,37.0,2392,460.0,1.726,0.043,51.0,3.0,99,0.14,22.526
2020-05-06,Thuringia,2020-05-06,TH,37.0,2429,406.0,1.726,0.042,28.0,5.0,104,0.233,14.068
2020-05-07,Thuringia,2020-05-07,TH,23.0,2452,394.0,1.073,0.026,19.0,5.0,109,0.233,14.761
2020-05-08,Thuringia,2020-05-08,TH,60.0,2512,414.0,2.8,0.071,20.0,3.0,112,0.14,25.529
2020-05-09,Thuringia,2020-05-09,TH,21.0,2533,413.0,0.98,0.025,19.0,3.0,115,0.14,26.222
2020-05-10,Thuringia,2020-05-10,TH,23.0,2556,412.0,1.073,0.028,23.0,2.0,117,0.093,40.202
2020-05-11,Thuringia,2020-05-11,TH,29.0,2585,415.0,1.353,0.036,24.0,1.0,118,0.047,81.444
2020-05-12,Thuringia,2020-05-12,TH,9.0,2594,340.0,0.42,0.011,31.0,0.0,118,0.0,100.0
2020-05-13,Thuringia,2020-05-13,TH,28.0,2622,299.0,1.307,0.035,41.0,8.0,126,0.373,10.567
2020-05-14,Thuringia,2020-05-14,TH,30.0,2652,317.0,1.4,0.04,30.0,5.0,131,0.233,17.812
2020-05-15,Thuringia,2020-05-15,TH,29.0,2681,336.0,1.353,0.04,18.0,4.0,135,0.187,23.045
2020-05-16,Thuringia,2020-05-16,TH,30.0,2711,356.0,1.4,0.046,17.0,2.0,137,0.093,47.133
2020-05-17,Thuringia,2020-05-17,TH,14.0,2725,333.0,0.653,0.021,20.0,1.0,138,0.047,95.307
2020-03-18,Baden-Wuerttemberg,2020-03-18,BW,,1609,,,,,,2,,0.0
2020-03-19,Baden-Wuerttemberg,2020-03-19,BW,546.0,2155,,4.932,,,4.0,6,0.036,0.631
2020-03-20,Baden-Wuerttemberg,2020-03-20,BW,591.0,2746,,5.339,,0.0,4.0,10,0.036,1.357
2020-03-21,Baden-Wuerttemberg,2020-03-21,BW,922.0,3668,,8.329,,0.0,6.0,16,0.054,1.475
2020-03-22,Baden-Wuerttemberg,2020-03-22,BW,139.0,3807,,1.256,,0.0,5.0,21,0.045,2.549
2020-03-23,Baden-Wuerttemberg,2020-03-23,BW,4.0,3811,,0.036,,0.0,0.0,21,0.0,100.0
2020-03-24,Baden-Wuerttemberg,2020-03-24,BW,1537.0,5348,,13.885,,0.0,9.0,30,0.081,1.943
2020-03-25,Baden-Wuerttemberg,2020-03-25,BW,721.0,6069,,6.513,,0.0,-30.0,0,-0.271,0.0
2020-03-26,Baden-Wuerttemberg,2020-03-26,BW,1214.0,7283,,10.967,,0.0,56.0,56,0.506,0.0
2020-03-27,Baden-Wuerttemberg,2020-03-27,BW,878.0,8161,,7.932,,0.0,14.0,70,0.126,3.106
2020-03-28,Baden-Wuerttemberg,2020-03-28,BW,1620.0,9781,,14.635,,0.0,31.0,101,0.28,1.891
2020-03-29,Baden-Wuerttemberg,2020-03-29,BW,13.0,9794,,0.117,,0.0,0.0,101,0.0,100.0
2020-03-30,Baden-Wuerttemberg,2020-03-30,BW,1149.0,10943,9334.0,10.38,,0.0,18.0,119,0.163,4.226
2020-03-31,Baden-Wuerttemberg,2020-03-31,BW,1391.0,12334,10179.0,12.566,,0.0,46.0,165,0.416,2.121
2020-04-01,Baden-Wuerttemberg,2020-04-01,BW,1076.0,13410,10664.0,9.72,,0.0,32.0,197,0.289,3.91
2020-04-02,Baden-Wuerttemberg,2020-04-02,BW,1252.0,14662,10994.0,11.31,,0.0,44.0,241,0.397,3.438
2020-04-03,Baden-Wuerttemberg,2020-04-03,BW,1397.0,16059,12252.0,12.62,,0.0,44.0,285,0.397,4.133
2020-04-04,Baden-Wuerttemberg,2020-04-04,BW,955.0,17014,13203.0,8.627,,0.0,31.0,316,0.28,6.713
2020-04-05,Baden-Wuerttemberg,2020-04-05,BW,1600.0,18614,13266.0,14.454,,0.0,51.0,367,0.461,4.633
2020-04-06,Baden-Wuerttemberg,2020-04-06,BW,781.0,19395,13326.0,7.055,,0.0,20.0,387,0.181,13.063
2020-04-07,Baden-Wuerttemberg,2020-04-07,BW,746.0,20141,12858.0,6.739,,0.0,46.0,433,0.416,6.172
2020-04-08,Baden-Wuerttemberg,2020-04-08,BW,539.0,20680,12519.0,4.869,,0.0,31.0,464,0.28,10.024
2020-04-09,Baden-Wuerttemberg,2020-04-09,BW,923.0,21603,11822.0,8.338,0.048,4.0,55.0,519,0.497,6.188
2020-04-10,Baden-Wuerttemberg,2020-04-10,BW,830.0,22433,12639.0,7.498,0.043,11.0,51.0,570,0.461,7.395
2020-04-11,Baden-Wuerttemberg,2020-04-11,BW,1184.0,23617,12674.0,10.696,0.06,15.0,52.0,622,0.47,7.94
2020-04-12,Baden-Wuerttemberg,2020-04-12,BW,461.0,24078,11744.0,4.165,0.023,18.0,27.0,649,0.244,16.312
2020-04-13,Baden-Wuerttemberg,2020-04-13,BW,492.0,24570,11160.0,4.445,0.024,25.0,28.0,677,0.253,16.41
2020-04-14,Baden-Wuerttemberg,2020-04-14,BW,470.0,25040,10378.0,4.246,0.023,30.0,34.0,711,0.307,14.146
2020-04-15,Baden-Wuerttemberg,2020-04-15,BW,398.0,25438,9379.0,3.595,0.02,31.0,56.0,767,0.506,9.143
2020-04-16,Baden-Wuerttemberg,2020-04-16,BW,443.0,25881,8867.0,4.002,0.023,33.0,35.0,802,0.316,15.534
2020-04-17,Baden-Wuerttemberg,2020-04-17,BW,662.0,26543,7929.0,5.98,0.036,29.0,70.0,872,0.632,8.283
2020-04-18,Baden-Wuerttemberg,2020-04-18,BW,715.0,27258,7863.0,6.459,0.039,22.0,47.0,919,0.425,13.204
2020-04-19,Baden-Wuerttemberg,2020-04-19,BW,625.0,27883,7742.0,5.646,0.036,19.0,49.0,968,0.443,13.344
2020-04-20,Baden-Wuerttemberg,2020-04-20,BW,370.0,28253,7573.0,3.343,0.02,23.0,14.0,982,0.126,48.272
2020-04-21,Baden-Wuerttemberg,2020-04-21,BW,459.0,28712,7109.0,4.147,0.027,29.0,49.0,1031,0.443,14.235
2020-04-22,Baden-Wuerttemberg,2020-04-22,BW,186.0,28898,6465.0,1.68,0.011,37.0,32.0,1063,0.289,22.677
2020-04-23,Baden-Wuerttemberg,2020-04-23,BW,545.0,29443,5826.0,4.923,0.035,42.0,50.0,1113,0.452,15.08
2020-04-24,Baden-Wuerttemberg,2020-04-24,BW,349.0,29792,5714.0,3.153,0.024,33.0,40.0,1153,0.361,19.631
2020-04-25,Baden-Wuerttemberg,2020-04-25,BW,377.0,30169,5599.0,3.406,0.027,26.0,36.0,1189,0.325,22.545
2020-04-26,Baden-Wuerttemberg,2020-04-26,BW,592.0,30761,5721.0,5.348,0.045,24.0,48.0,1237,0.434,17.514
2020-04-27,Baden-Wuerttemberg,2020-04-27,BW,282.0,31043,5605.0,2.548,0.023,22.0,12.0,1249,0.108,71.798
2020-04-28,Baden-Wuerttemberg,2020-04-28,BW,153.0,31196,5315.0,1.382,0.013,32.0,20.0,1269,0.181,43.633
2020-04-29,Baden-Wuerttemberg,2020-04-29,BW,140.0,31336,4793.0,1.265,0.013,48.0,30.0,1299,0.271,29.665
2020-04-30,Baden-Wuerttemberg,2020-04-30,BW,273.0,31609,4351.0,2.466,0.026,48.0,54.0,1353,0.488,17.018
2020-05-01,Baden-Wuerttemberg,2020-05-01,BW,310.0,31919,4036.0,2.8,0.031,33.0,32.0,1385,0.289,29.652
2020-05-02,Baden-Wuerttemberg,2020-05-02,BW,227.0,32146,3893.0,2.051,0.024,26.0,17.0,1402,0.154,56.817
2020-05-03,Baden-Wuerttemberg,2020-05-03,BW,145.0,32291,3579.0,1.31,0.017,31.0,10.0,1412,0.09,97.525
2020-05-04,Baden-Wuerttemberg,2020-05-04,BW,120.0,32411,3513.0,1.084,0.015,40.0,9.0,1421,0.081,100.0
2020-05-05,Baden-Wuerttemberg,2020-05-05,BW,71.0,32482,3039.0,0.641,0.009,53.0,31.0,1452,0.28,32.118
2020-05-06,Baden-Wuerttemberg,2020-05-06,BW,94.0,32576,2784.0,0.849,0.013,64.0,29.0,1481,0.262,35.051
2020-05-07,Baden-Wuerttemberg,2020-05-07,BW,186.0,32762,2593.0,1.68,0.026,54.0,16.0,1497,0.145,64.505
2020-05-08,Baden-Wuerttemberg,2020-05-08,BW,136.0,32898,2137.0,1.229,0.02,36.0,18.0,1515,0.163,57.993
2020-05-09,Baden-Wuerttemberg,2020-05-09,BW,207.0,33105,2062.0,1.87,0.033,30.0,19.0,1534,0.172,55.615
2020-05-10,Baden-Wuerttemberg,2020-05-10,BW,182.0,33287,2091.0,1.644,0.031,25.0,8.0,1542,0.072,100.0
2020-05-11,Baden-Wuerttemberg,2020-05-11,BW,-97.0,33190,1854.0,-0.876,-0.018,17.0,3.0,1545,0.027,100.0
2020-05-12,Baden-Wuerttemberg,2020-05-12,BW,169.0,33359,1750.0,1.527,0.034,11.0,23.0,1568,0.208,46.907
2020-05-13,Baden-Wuerttemberg,2020-05-13,BW,159.0,33518,1599.0,1.436,0.034,15.0,26.0,1594,0.235,42.148
2020-05-14,Baden-Wuerttemberg,2020-05-14,BW,152.0,33670,1524.0,1.373,0.033,21.0,14.0,1608,0.126,79.266
2020-05-15,Baden-Wuerttemberg,2020-05-15,BW,181.0,33851,1560.0,1.635,0.043,20.0,20.0,1628,0.181,56.075
2020-05-16,Baden-Wuerttemberg,2020-05-16,BW,42.0,33893,1482.0,0.379,0.01,30.0,16.0,1644,0.145,70.874
2020-05-17,Baden-Wuerttemberg,2020-05-17,BW,57.0,33950,1468.0,0.515,0.015,49.0,4.0,1648,0.036,100.0
