date,land,date,iso_code,confirmed_change,confirmed,confirmed_active_cases,confirmed_change_per_100k,confirmed_change_pct_3w,confirmed_doubling_days_3w_avg3,dead_change,dead,dead_change_per_100k,dead_doubling_days
2020-03-31,North Rhine-Westphalia,2020-03-31,NW,1047.0,13225,10192.0,5.838,,0.0,16.0,117,0.089,4.714
2020-04-01,North Rhine-Westphalia,2020-04-01,NW,1126.0,14351,10854.0,6.279,,0.0,17.0,134,0.095,5.109
2020-04-02,North Rhine-Westphalia,2020-04-02,NW,1076.0,15427,11885.0,6.0,,0.0,27.0,161,0.151,3.776
2020-04-03,North Rhine-Westphalia,2020-04-03,NW,1179.0,16606,13061.0,6.575,,0.0,17.0,178,0.095,6.905
2020-04-04,North Rhine-Westphalia,2020-04-04,NW,1279.0,17885,12270.0,7.132,,0.0,22.0,200,0.123,5.948
2020-04-05,North Rhine-Westphalia,2020-04-05,NW,850.0,18735,12417.0,4.74,,0.0,45.0,245,0.251,3.416
2020-04-06,North Rhine-Westphalia,2020-04-06,NW,649.0,19384,12187.0,3.619,,0.0,10.0,255,0.056,17.326
2020-04-07,North Rhine-Westphalia,2020-04-07,NW,836.0,20220,12296.0,4.662,,0.0,27.0,282,0.151,6.887
2020-04-08,North Rhine-Westphalia,2020-04-08,NW,709.0,20929,11694.0,3.954,,0.0,66.0,348,0.368,3.296
2020-04-09,North Rhine-Westphalia,2020-04-09,NW,1032.0,21961,11354.0,5.755,0.056,3.0,36.0,384,0.201,7.041
2020-04-10,North Rhine-Westphalia,2020-04-10,NW,1067.0,23028,11628.0,5.95,0.056,10.0,62.0,446,0.346,4.631
2020-04-11,North Rhine-Westphalia,2020-04-11,NW,616.0,23644,11466.0,3.435,0.032,15.0,26.0,472,0.145,12.233
2020-04-12,North Rhine-Westphalia,2020-04-12,NW,623.0,24267,11042.0,3.474,0.031,20.0,23.0,495,0.128,14.568
2020-04-13,North Rhine-Westphalia,2020-04-13,NW,616.0,24883,10532.0,3.435,0.03,23.0,23.0,518,0.128,15.262
2020-04-14,North Rhine-Westphalia,2020-04-14,NW,417.0,25300,9873.0,2.325,0.022,26.0,27.0,545,0.151,13.642
2020-04-15,North Rhine-Westphalia,2020-04-15,NW,535.0,25835,9229.0,2.983,0.028,28.0,62.0,607,0.346,6.433
2020-04-16,North Rhine-Westphalia,2020-04-16,NW,548.0,26383,8498.0,3.056,0.029,27.0,56.0,663,0.312,7.855
2020-04-17,North Rhine-Westphalia,2020-04-17,NW,647.0,27030,8295.0,3.608,0.035,23.0,63.0,726,0.351,7.636
2020-04-18,North Rhine-Westphalia,2020-04-18,NW,976.0,28006,8622.0,5.443,0.055,19.0,65.0,791,0.362,8.084
2020-04-19,North Rhine-Westphalia,2020-04-19,NW,465.0,28471,8251.0,2.593,0.027,18.0,23.0,814,0.128,24.183
2020-04-20,North Rhine-Westphalia,2020-04-20,NW,500.0,28971,8042.0,2.788,0.029,22.0,43.0,857,0.24,13.465
2020-04-21,North Rhine-Westphalia,2020-04-21,NW,418.0,29389,7428.0,2.331,0.025,26.0,39.0,896,0.217,15.576
2020-04-22,North Rhine-Westphalia,2020-04-22,NW,796.0,30185,7157.0,4.439,0.049,24.0,68.0,964,0.379,9.476
2020-04-23,North Rhine-Westphalia,2020-04-23,NW,399.0,30584,6940.0,2.225,0.025,21.0,35.0,999,0.195,19.436
2020-04-24,North Rhine-Westphalia,2020-04-24,NW,522.0,31106,6839.0,2.911,0.034,23.0,53.0,1052,0.296,13.409
2020-04-25,North Rhine-Westphalia,2020-04-25,NW,359.0,31465,6582.0,2.002,0.025,24.0,32.0,1084,0.178,23.132
2020-04-26,North Rhine-Westphalia,2020-04-26,NW,204.0,31669,6369.0,1.138,0.015,31.0,12.0,1096,0.067,62.96
2020-04-27,North Rhine-Westphalia,2020-04-27,NW,210.0,31879,6044.0,1.171,0.016,41.0,35.0,1131,0.195,22.05
2020-04-28,North Rhine-Westphalia,2020-04-28,NW,305.0,32184,5801.0,1.701,0.024,40.0,40.0,1171,0.223,19.943
2020-04-29,North Rhine-Westphalia,2020-04-29,NW,245.0,32429,5399.0,1.366,0.02,34.0,29.0,1200,0.162,28.334
2020-04-30,North Rhine-Westphalia,2020-04-30,NW,258.0,32687,4681.0,1.439,0.022,32.0,19.0,1219,0.106,44.123
2020-05-01,North Rhine-Westphalia,2020-05-01,NW,371.0,33058,4587.0,2.069,0.035,29.0,42.0,1261,0.234,20.462
2020-05-02,North Rhine-Westphalia,2020-05-02,NW,158.0,33216,4245.0,0.881,0.016,29.0,7.0,1268,0.039,100.0
2020-05-03,North Rhine-Westphalia,2020-05-03,NW,212.0,33428,4039.0,1.182,0.022,35.0,19.0,1287,0.106,46.604
2020-05-04,North Rhine-Westphalia,2020-05-04,NW,132.0,33560,3375.0,0.736,0.014,39.0,3.0,1290,0.017,100.0
2020-05-05,North Rhine-Westphalia,2020-05-05,NW,168.0,33728,3144.0,0.937,0.019,41.0,42.0,1332,0.234,21.634
2020-05-06,North Rhine-Westphalia,2020-05-06,NW,249.0,33977,2871.0,1.389,0.03,36.0,26.0,1358,0.145,35.856
2020-05-07,North Rhine-Westphalia,2020-05-07,NW,272.0,34249,2784.0,1.517,0.033,26.0,14.0,1372,0.078,67.581
2020-05-08,North Rhine-Westphalia,2020-05-08,NW,273.0,34522,2853.0,1.522,0.035,22.0,25.0,1397,0.139,38.385
2020-05-09,North Rhine-Westphalia,2020-05-09,NW,295.0,34817,2938.0,1.645,0.039,20.0,27.0,1424,0.151,36.209
2020-05-10,North Rhine-Westphalia,2020-05-10,NW,147.0,34964,2780.0,0.82,0.022,22.0,1.0,1425,0.006,100.0
2020-05-11,North Rhine-Westphalia,2020-05-11,NW,168.0,35132,2703.0,0.937,0.026,28.0,12.0,1437,0.067,82.657
2020-05-12,North Rhine-Westphalia,2020-05-12,NW,201.0,35333,2646.0,1.121,0.033,27.0,19.0,1456,0.106,52.77
2020-05-13,North Rhine-Westphalia,2020-05-13,NW,222.0,35555,2497.0,1.238,0.037,22.0,17.0,1473,0.095,59.712
2020-05-14,North Rhine-Westphalia,2020-05-14,NW,186.0,35741,2525.0,1.037,0.035,20.0,10.0,1483,0.056,100.0
2020-05-15,North Rhine-Westphalia,2020-05-15,NW,226.0,35967,2539.0,1.26,0.044,19.0,10.0,1493,0.056,100.0
2020-05-16,North Rhine-Westphalia,2020-05-16,NW,98.0,36065,2505.0,0.546,0.02,22.0,7.0,1500,0.039,100.0
2020-05-17,North Rhine-Westphalia,2020-05-17,NW,221.0,36286,2558.0,1.232,0.048,25.0,5.0,1505,0.028,100.0
2020-03-18,Lower Saxony,2020-03-18,NI,,478,,,,,,0,,0.0
2020-03-19,Lower Saxony,2020-03-19,NI,191.0,669,,2.393,,,0.0,0,0.0,0.0
2020-03-20,Lower Saxony,2020-03-20,NI,134.0,803,,1.679,,0.0,0.0,0,0.0,0.0
2020-03-21,Lower Saxony,2020-03-21,NI,220.0,1023,,2.756,,0.0,0.0,0,0.0,0.0
2020-03-22,Lower Saxony,2020-03-22,NI,283.0,1306,,3.545,,0.0,1.0,1,0.013,0.0
2020-03-23,Lower Saxony,2020-03-23,NI,177.0,1483,,2.217,,0.0,3.0,4,0.038,0.5
2020-03-24,Lower Saxony,2020-03-24,NI,281.0,1764,,3.52,,0.0,2.0,6,0.025,1.71
2020-03-25,Lower Saxony,2020-03-25,NI,376.0,2140,,4.71,,0.0,-6.0,0,-0.075,0.0
2020-03-26,Lower Saxony,2020-03-26,NI,207.0,2347,,2.593,,0.0,8.0,8,0.1,0.0
2020-03-27,Lower Saxony,2020-03-27,NI,463.0,2810,,5.8,,0.0,2.0,10,0.025,3.106
2020-03-28,Lower Saxony,2020-03-28,NI,340.0,3150,,4.259,,0.0,2.0,12,0.025,3.802
2020-03-29,Lower Saxony,2020-03-29,NI,300.0,3450,,3.758,,0.0,9.0,21,0.113,1.239
2020-03-30,Lower Saxony,2020-03-30,NI,282.0,3732,3254.0,3.533,,0.0,5.0,26,0.063,3.246
2020-03-31,Lower Saxony,2020-03-31,NI,331.0,4063,3394.0,4.147,,0.0,8.0,34,0.1,2.584
2020-04-01,Lower Saxony,2020-04-01,NI,319.0,4382,3579.0,3.996,,0.0,8.0,42,0.1,3.28
2020-04-02,Lower Saxony,2020-04-02,NI,313.0,4695,3672.0,3.921,,0.0,3.0,45,0.038,10.047
2020-04-03,Lower Saxony,2020-04-03,NI,386.0,5081,3775.0,4.836,,0.0,20.0,65,0.251,1.885
2020-04-04,Lower Saxony,2020-04-04,NI,490.0,5571,4088.0,6.139,,0.0,20.0,85,0.251,2.584
2020-04-05,Lower Saxony,2020-04-05,NI,141.0,5712,3948.0,1.766,,0.0,4.0,89,0.05,15.073
2020-04-06,Lower Saxony,2020-04-06,NI,248.0,5960,3820.0,3.107,,0.0,3.0,92,0.038,20.908
2020-04-07,Lower Saxony,2020-04-07,NI,240.0,6200,3853.0,3.007,,0.0,19.0,111,0.238,3.692
2020-04-08,Lower Saxony,2020-04-08,NI,185.0,6385,3575.0,2.318,,0.0,10.0,121,0.125,8.036
2020-04-09,Lower Saxony,2020-04-09,NI,419.0,6804,3654.0,5.249,0.071,3.0,20.0,141,0.251,4.531
2020-04-10,Lower Saxony,2020-04-10,NI,310.0,7114,3664.0,3.884,0.051,9.0,20.0,161,0.251,5.226
2020-04-11,Lower Saxony,2020-04-11,NI,229.0,7343,3611.0,2.869,0.036,14.0,10.0,171,0.125,11.503
2020-04-12,Lower Saxony,2020-04-12,NI,259.0,7602,3539.0,3.245,0.041,18.0,18.0,189,0.225,6.926
2020-04-13,Lower Saxony,2020-04-13,NI,121.0,7723,3341.0,1.516,0.019,23.0,12.0,201,0.15,11.26
2020-04-14,Lower Saxony,2020-04-14,NI,162.0,7885,3190.0,2.029,0.026,29.0,10.0,211,0.125,14.276
2020-04-15,Lower Saxony,2020-04-15,NI,134.0,8019,2938.0,1.679,0.022,31.0,13.0,224,0.163,11.593
2020-04-16,Lower Saxony,2020-04-16,NI,169.0,8188,2617.0,2.117,0.029,29.0,24.0,248,0.301,6.81
2020-04-17,Lower Saxony,2020-04-17,NI,254.0,8442,2730.0,3.182,0.043,24.0,26.0,274,0.326,6.952
2020-04-18,Lower Saxony,2020-04-18,NI,207.0,8649,2689.0,2.593,0.037,19.0,7.0,281,0.088,27.477
2020-04-19,Lower Saxony,2020-04-19,NI,148.0,8797,2597.0,1.854,0.027,20.0,7.0,288,0.088,28.17
2020-04-20,Lower Saxony,2020-04-20,NI,103.0,8900,2515.0,1.29,0.019,27.0,3.0,291,0.038,66.888
2020-04-21,Lower Saxony,2020-04-21,NI,198.0,9098,2294.0,2.48,0.038,29.0,15.0,306,0.188,13.791
2020-04-22,Lower Saxony,2020-04-22,NI,138.0,9236,2122.0,1.729,0.027,25.0,22.0,328,0.276,9.984
2020-04-23,Lower Saxony,2020-04-23,NI,155.0,9391,2048.0,1.942,0.032,23.0,12.0,340,0.15,19.29
2020-04-24,Lower Saxony,2020-04-24,NI,153.0,9544,1942.0,1.917,0.033,23.0,24.0,364,0.301,10.162
2020-04-25,Lower Saxony,2020-04-25,NI,147.0,9691,1968.0,1.842,0.033,22.0,13.0,377,0.163,19.753
2020-04-26,Lower Saxony,2020-04-26,NI,94.0,9785,1900.0,1.178,0.023,24.0,7.0,384,0.088,37.676
2020-04-27,Lower Saxony,2020-04-27,NI,62.0,9847,1828.0,0.777,0.015,32.0,7.0,391,0.088,38.37
2020-04-28,Lower Saxony,2020-04-28,NI,79.0,9926,1738.0,0.99,0.02,39.0,3.0,394,0.038,90.686
2020-04-29,Lower Saxony,2020-04-29,NI,46.0,9972,1530.0,0.576,0.012,43.0,12.0,406,0.15,23.103
2020-04-30,Lower Saxony,2020-04-30,NI,95.0,10067,1418.0,1.19,0.026,43.0,10.0,416,0.125,28.487
2020-05-01,Lower Saxony,2020-05-01,NI,74.0,10141,1344.0,0.927,0.023,35.0,13.0,429,0.163,22.526
2020-05-02,Lower Saxony,2020-05-02,NI,105.0,10246,1346.0,1.315,0.035,27.0,22.0,451,0.276,13.86
2020-05-03,Lower Saxony,2020-05-03,NI,37.0,10283,1185.0,0.464,0.013,32.0,2.0,453,0.025,100.0
2020-05-04,Lower Saxony,2020-05-04,NI,42.0,10325,1089.0,0.526,0.016,44.0,3.0,456,0.038,100.0
2020-05-05,Lower Saxony,2020-05-05,NI,55.0,10380,989.0,0.689,0.021,44.0,7.0,463,0.088,45.499
2020-05-06,Lower Saxony,2020-05-06,NI,73.0,10453,909.0,0.915,0.029,34.0,7.0,470,0.088,46.192
2020-05-07,Lower Saxony,2020-05-07,NI,111.0,10564,873.0,1.391,0.046,24.0,8.0,478,0.1,41.068
2020-05-08,Lower Saxony,2020-05-08,NI,122.0,10686,901.0,1.528,0.051,17.0,15.0,493,0.188,22.433
2020-05-09,Lower Saxony,2020-05-09,NI,117.0,10803,956.0,1.466,0.052,14.0,3.0,496,0.038,100.0
2020-05-10,Lower Saxony,2020-05-10,NI,24.0,10827,901.0,0.301,0.011,26.0,2.0,498,0.025,100.0
2020-05-11,Lower Saxony,2020-05-11,NI,27.0,10854,882.0,0.338,0.013,48.0,0.0,498,0.0,100.0
2020-05-12,Lower Saxony,2020-05-12,NI,41.0,10895,828.0,0.514,0.021,50.0,9.0,507,0.113,38.7
2020-05-13,Lower Saxony,2020-05-13,NI,8.0,10903,762.0,0.1,0.004,55.0,1.0,508,0.013,100.0
2020-05-14,Lower Saxony,2020-05-14,NI,100.0,11003,757.0,1.253,0.06,61.0,16.0,524,0.2,22.352
2020-05-15,Lower Saxony,2020-05-15,NI,84.0,11087,804.0,1.052,0.052,34.0,10.0,534,0.125,36.666
2020-05-16,Lower Saxony,2020-05-16,NI,5.0,11092,767.0,0.063,0.003,35.0,1.0,535,0.013,100.0
2020-05-17,Lower Saxony,2020-05-17,NI,63.0,11155,775.0,0.789,0.045,57.0,9.0,544,0.113,41.549
2020-03-18,Hamburg,2020-03-18,HH,,358,,,,,,0,,0.0
2020-03-19,Hamburg,2020-03-19,HH,74.0,432,,4.019,,,0.0,0,0.0,0.0
2020-03-20,Hamburg,2020-03-20,HH,154.0,586,,8.364,,0.0,0.0,0,0.0,0.0
2020-03-21,Hamburg,2020-03-21,HH,1.0,587,,0.054,,0.0,0.0,0,0.0,0.0
2020-03-22,Hamburg,2020-03-22,HH,285.0,872,,15.479,,0.0,0.0,0,0.0,0.0
2020-03-23,Hamburg,2020-03-23,HH,71.0,943,,3.856,,0.0,0.0,0,0.0,0.0
2020-03-24,Hamburg,2020-03-24,HH,100.0,1043,,5.431,,0.0,0.0,0,0.0,0.0
2020-03-25,Hamburg,2020-03-25,HH,219.0,1262,,11.894,,0.0,0.0,0,0.0,0.0
2020-03-26,Hamburg,2020-03-26,HH,3.0,1265,,0.163,,0.0,0.0,0,0.0,0.0
2020-03-27,Hamburg,2020-03-27,HH,428.0,1693,,23.246,,0.0,2.0,2,0.109,0.0
2020-03-28,Hamburg,2020-03-28,HH,72.0,1765,,3.91,,0.0,0.0,2,0.0,100.0
2020-03-29,Hamburg,2020-03-29,HH,81.0,1846,,4.399,,0.0,2.0,4,0.109,1.0
2020-03-30,Hamburg,2020-03-30,HH,207.0,2053,1695.0,11.243,,0.0,1.0,5,0.054,3.106
2020-03-31,Hamburg,2020-03-31,HH,138.0,2191,1759.0,7.495,,0.0,4.0,9,0.217,1.179
2020-04-01,Hamburg,2020-04-01,HH,120.0,2311,1725.0,6.517,,0.0,5.0,14,0.272,1.569
2020-04-02,Hamburg,2020-04-02,HH,95.0,2406,1819.0,5.16,,0.0,0.0,14,0.0,100.0
2020-04-03,Hamburg,2020-04-03,HH,190.0,2596,1724.0,10.319,,0.0,2.0,16,0.109,5.191
2020-04-04,Hamburg,2020-04-04,HH,101.0,2697,1754.0,5.486,,0.0,0.0,16,0.0,100.0
2020-04-05,Hamburg,2020-04-05,HH,248.0,2945,1902.0,13.469,,0.0,3.0,19,0.163,4.033
2020-04-06,Hamburg,2020-04-06,HH,48.0,2993,1731.0,2.607,,0.0,0.0,19,0.0,100.0
2020-04-07,Hamburg,2020-04-07,HH,66.0,3059,1794.0,3.585,,0.0,1.0,20,0.054,13.513
2020-04-08,Hamburg,2020-04-08,HH,106.0,3165,1472.0,5.757,,0.0,3.0,23,0.163,4.96
2020-04-09,Hamburg,2020-04-09,HH,155.0,3320,1555.0,8.418,0.055,3.0,21.0,44,1.141,1.068
2020-04-10,Hamburg,2020-04-10,HH,231.0,3551,1705.0,12.546,0.08,9.0,9.0,53,0.489,3.724
2020-04-11,Hamburg,2020-04-11,HH,112.0,3663,1610.0,6.083,0.038,12.0,3.0,56,0.163,12.589
2020-04-12,Hamburg,2020-04-12,HH,79.0,3742,1551.0,4.291,0.026,18.0,0.0,56,0.0,100.0
2020-04-13,Hamburg,2020-04-13,HH,28.0,3770,1459.0,1.521,0.01,36.0,0.0,56,0.0,100.0
2020-04-14,Hamburg,2020-04-14,HH,38.0,3808,1402.0,2.064,0.013,56.0,3.0,59,0.163,13.282
2020-04-15,Hamburg,2020-04-15,HH,61.0,3869,1273.0,3.313,0.022,52.0,8.0,67,0.434,5.451
2020-04-16,Hamburg,2020-04-16,HH,84.0,3953,1256.0,4.562,0.032,34.0,13.0,80,0.706,3.909
2020-04-17,Hamburg,2020-04-17,HH,52.0,4005,1060.0,2.824,0.019,28.0,4.0,84,0.217,14.207
2020-04-18,Hamburg,2020-04-18,HH,113.0,4118,1125.0,6.137,0.049,27.0,6.0,90,0.326,10.047
2020-04-19,Hamburg,2020-04-19,HH,49.0,4167,1108.0,2.661,0.021,25.0,1.0,91,0.054,62.729
2020-04-20,Hamburg,2020-04-20,HH,18.0,4185,1020.0,0.978,0.008,43.0,0.0,91,0.0,100.0
2020-04-21,Hamburg,2020-04-21,HH,19.0,4204,884.0,1.032,0.009,73.0,0.0,91,0.0,100.0
2020-04-22,Hamburg,2020-04-22,HH,0.0,4204,653.0,0.0,0.0,86.0,0.0,91,0.0,100.0
2020-04-23,Hamburg,2020-04-23,HH,82.0,4286,623.0,4.454,0.043,74.0,22.0,113,1.195,3.201
2020-04-24,Hamburg,2020-04-24,HH,72.0,4358,616.0,3.91,0.038,38.0,9.0,122,0.489,9.045
2020-04-25,Hamburg,2020-04-25,HH,42.0,4400,630.0,2.281,0.024,21.0,17.0,139,0.923,5.313
2020-04-26,Hamburg,2020-04-26,HH,29.0,4429,621.0,1.575,0.017,30.0,1.0,140,0.054,96.694
2020-04-27,Hamburg,2020-04-27,HH,46.0,4475,606.0,2.498,0.031,34.0,2.0,142,0.109,48.866
2020-04-28,Hamburg,2020-04-28,HH,30.0,4505,552.0,1.629,0.02,30.0,0.0,142,0.0,100.0
2020-04-29,Hamburg,2020-04-29,HH,20.0,4525,520.0,1.086,0.014,36.0,11.0,153,0.597,9.29
2020-04-30,Hamburg,2020-04-30,HH,37.0,4562,444.0,2.01,0.027,40.0,2.0,155,0.109,53.372
2020-05-01,Hamburg,2020-05-01,HH,42.0,4604,437.0,2.281,0.034,31.0,8.0,163,0.434,13.773
2020-05-02,Hamburg,2020-05-02,HH,5.0,4609,424.0,0.272,0.005,42.0,0.0,163,0.0,100.0
2020-05-03,Hamburg,2020-05-03,HH,22.0,4631,427.0,1.195,0.023,63.0,1.0,164,0.054,100.0
2020-05-04,Hamburg,2020-05-04,HH,5.0,4636,432.0,0.272,0.006,65.0,2.0,166,0.109,57.184
2020-05-05,Hamburg,2020-05-05,HH,8.0,4644,358.0,0.434,0.009,76.0,6.0,172,0.326,19.522
2020-05-06,Hamburg,2020-05-06,HH,20.0,4664,306.0,1.086,0.024,70.0,18.0,190,0.978,6.964
2020-05-07,Hamburg,2020-05-07,HH,40.0,4704,304.0,2.172,0.05,37.0,4.0,194,0.217,33.27
2020-05-08,Hamburg,2020-05-08,HH,49.0,4753,324.0,2.661,0.065,17.0,7.0,201,0.38,19.555
2020-05-09,Hamburg,2020-05-09,HH,19.0,4772,297.0,1.032,0.025,16.0,3.0,204,0.163,46.787
2020-05-10,Hamburg,2020-05-10,HH,0.0,4772,267.0,0.0,0.0,42.0,0.0,204,0.0,100.0
2020-05-11,Hamburg,2020-05-11,HH,8.0,4780,255.0,0.434,0.013,70.0,0.0,204,0.0,100.0
2020-05-12,Hamburg,2020-05-12,HH,180.0,4960,398.0,9.776,0.303,52.0,12.0,216,0.652,12.127
2020-05-13,Hamburg,2020-05-13,HH,12.0,4972,368.0,0.652,0.016,26.0,7.0,223,0.38,21.733
2020-05-14,Hamburg,2020-05-14,HH,4.0,4976,367.0,0.217,0.005,48.0,5.0,228,0.272,31.26
2020-05-15,Hamburg,2020-05-15,HH,5.0,4981,350.0,0.272,0.007,85.0,0.0,228,0.0,100.0
2020-05-16,Hamburg,2020-05-16,HH,36.0,5017,381.0,1.955,0.058,76.0,3.0,231,0.163,53.025
2020-05-17,Hamburg,2020-05-17,HH,12.0,5029,385.0,0.652,0.019,39.0,1.0,232,0.054,100.0
2020-03-18,Bremen,2020-03-18,HB,,69,,,,,,0,,0.0
2020-03-19,Bremen,2020-03-19,HB,11.0,80,,1.611,,,0.0,0,0.0,0.0
2020-03-20,Bremen,2020-03-20,HB,41.0,121,,6.003,,0.0,0.0,0,0.0,0.0
2020-03-21,Bremen,2020-03-21,HB,21.0,142,,3.075,,0.0,0.0,0,0.0,0.0
2020-03-22,Bremen,2020-03-22,HB,23.0,165,,3.367,,0.0,0.0,0,0.0,0.0
2020-03-23,Bremen,2020-03-23,HB,5.0,170,,0.732,,0.0,0.0,0,0.0,0.0
2020-03-24,Bremen,2020-03-24,HB,13.0,183,,1.903,,0.0,0.0,0,0.0,0.0
2020-03-25,Bremen,2020-03-25,HB,17.0,200,,2.489,,0.0,0.0,0,0.0,0.0
2020-03-26,Bremen,2020-03-26,HB,11.0,211,,1.611,,0.0,1.0,1,0.146,0.0
2020-03-27,Bremen,2020-03-27,HB,30.0,241,,4.392,,0.0,0.0,1,0.0,100.0
2020-03-28,Bremen,2020-03-28,HB,19.0,260,,2.782,,0.0,1.0,2,0.146,1.0
2020-03-29,Bremen,2020-03-29,HB,15.0,275,,2.196,,0.0,0.0,2,0.0,100.0
2020-03-30,Bremen,2020-03-30,HB,11.0,286,217.0,1.611,,0.0,0.0,2,0.0,100.0
2020-03-31,Bremen,2020-03-31,HB,8.0,294,214.0,1.171,,0.0,2.0,4,0.293,1.0
2020-04-01,Bremen,2020-04-01,HB,17.0,311,190.0,2.489,,0.0,1.0,5,0.146,3.106
2020-04-02,Bremen,2020-04-02,HB,16.0,327,185.0,2.343,,0.0,1.0,6,0.146,3.802
2020-04-03,Bremen,2020-04-03,HB,14.0,341,176.0,2.05,,0.0,0.0,6,0.0,100.0
2020-04-04,Bremen,2020-04-04,HB,13.0,354,184.0,1.903,,0.0,0.0,6,0.0,100.0
2020-04-05,Bremen,2020-04-05,HB,40.0,394,211.0,5.857,,0.0,0.0,6,0.0,100.0
2020-04-06,Bremen,2020-04-06,HB,3.0,397,197.0,0.439,,0.0,2.0,8,0.293,2.409
2020-04-07,Bremen,2020-04-07,HB,2.0,399,188.0,0.293,,0.0,1.0,9,0.146,5.885
2020-04-08,Bremen,2020-04-08,HB,25.0,424,183.0,3.66,,0.0,1.0,10,0.146,6.579
2020-04-09,Bremen,2020-04-09,HB,21.0,445,185.0,3.075,0.059,3.0,1.0,11,0.146,7.272
2020-04-10,Bremen,2020-04-10,HB,9.0,454,179.0,1.318,0.025,13.0,2.0,13,0.293,4.149
2020-04-11,Bremen,2020-04-11,HB,15.0,469,183.0,2.196,0.045,21.0,2.0,15,0.293,4.844
2020-04-12,Bremen,2020-04-12,HB,11.0,480,186.0,1.611,0.034,20.0,0.0,15,0.0,100.0
2020-04-13,Bremen,2020-04-13,HB,6.0,486,175.0,0.878,0.019,24.0,2.0,17,0.293,5.538
2020-04-14,Bremen,2020-04-14,HB,6.0,492,165.0,0.878,0.019,33.0,3.0,20,0.439,4.265
2020-04-15,Bremen,2020-04-15,HB,8.0,500,159.0,1.171,0.026,34.0,1.0,21,0.146,14.207
2020-04-16,Bremen,2020-04-16,HB,7.0,507,153.0,1.025,0.023,30.0,0.0,21,0.0,100.0
2020-04-17,Bremen,2020-04-17,HB,49.0,556,162.0,7.174,0.166,23.0,1.0,22,0.146,14.9
2020-04-18,Bremen,2020-04-18,HB,11.0,567,170.0,1.611,0.035,15.0,2.0,24,0.293,7.966
2020-04-19,Bremen,2020-04-19,HB,18.0,585,186.0,2.635,0.059,14.0,1.0,25,0.146,16.98
2020-04-20,Bremen,2020-04-20,HB,19.0,604,180.0,2.782,0.061,14.0,0.0,25,0.0,100.0
2020-04-21,Bremen,2020-04-21,HB,5.0,609,164.0,0.732,0.016,20.0,0.0,25,0.0,100.0
2020-04-22,Bremen,2020-04-22,HB,15.0,624,170.0,2.196,0.048,29.0,1.0,26,0.146,17.673
2020-04-23,Bremen,2020-04-23,HB,48.0,672,203.0,7.028,0.153,20.0,1.0,27,0.146,18.366
2020-04-24,Bremen,2020-04-24,HB,35.0,707,227.0,5.124,0.101,8.0,0.0,27,0.0,100.0
2020-04-25,Bremen,2020-04-25,HB,12.0,719,233.0,1.757,0.033,10.0,0.0,27,0.0,100.0
2020-04-26,Bremen,2020-04-26,HB,20.0,739,247.0,2.928,0.055,16.0,0.0,27,0.0,100.0
2020-04-27,Bremen,2020-04-27,HB,15.0,754,254.0,2.196,0.043,16.0,0.0,27,0.0,100.0
2020-04-28,Bremen,2020-04-28,HB,5.0,759,252.0,0.732,0.014,24.0,0.0,27,0.0,100.0
2020-04-29,Bremen,2020-04-29,HB,38.0,797,241.0,5.564,0.106,31.0,2.0,29,0.293,9.7
2020-04-30,Bremen,2020-04-30,HB,30.0,827,260.0,4.392,0.08,18.0,0.0,29,0.0,100.0
2020-05-01,Bremen,2020-05-01,HB,32.0,859,274.0,4.685,0.084,8.0,1.0,30,0.146,20.446
2020-05-02,Bremen,2020-05-02,HB,12.0,871,267.0,1.757,0.03,12.0,0.0,30,0.0,100.0
2020-05-03,Bremen,2020-05-03,HB,4.0,875,266.0,0.586,0.01,32.0,0.0,30,0.0,100.0
2020-05-04,Bremen,2020-05-04,HB,18.0,893,269.0,2.635,0.046,45.0,0.0,30,0.0,100.0
2020-05-05,Bremen,2020-05-05,HB,2.0,895,223.0,0.293,0.005,50.0,1.0,31,0.146,21.139
2020-05-06,Bremen,2020-05-06,HB,21.0,916,209.0,3.075,0.052,57.0,0.0,31,0.0,100.0
2020-05-07,Bremen,2020-05-07,HB,47.0,963,244.0,6.881,0.113,33.0,1.0,32,0.146,21.832
2020-05-08,Bremen,2020-05-08,HB,34.0,997,258.0,4.978,0.075,9.0,0.0,32,0.0,100.0
2020-05-09,Bremen,2020-05-09,HB,27.0,1024,270.0,3.953,0.061,9.0,0.0,32,0.0,100.0
2020-05-10,Bremen,2020-05-10,HB,19.0,1043,284.0,2.782,0.042,12.0,0.0,32,0.0,100.0
2020-05-11,Bremen,2020-05-11,HB,12.0,1055,258.0,1.757,0.026,18.0,2.0,34,0.293,11.433
2020-05-12,Bremen,2020-05-12,HB,3.0,1058,231.0,0.439,0.007,43.0,1.0,35,0.146,23.912
2020-05-13,Bremen,2020-05-13,HB,19.0,1077,218.0,2.782,0.042,61.0,1.0,36,0.146,24.605
2020-05-14,Bremen,2020-05-14,HB,27.0,1104,233.0,3.953,0.06,36.0,1.0,37,0.146,25.298
2020-05-15,Bremen,2020-05-15,HB,25.0,1129,254.0,3.66,0.058,13.0,0.0,37,0.0,100.0
2020-05-16,Bremen,2020-05-16,HB,21.0,1150,257.0,3.075,0.05,13.0,0.0,37,0.0,100.0
